rxn,LB,UB
HMR_3993,0.0,1.2639322072863024
HMR_4073,0.0,3.084492015706576
HMR_4075,0.0,2.1145358040155124
HMR_4077,0.0,3.4735157900092686
HMR_4190,-1.2639322072863024,1.2639322072863024
HMR_4191,0.0,0.26005210116922517
HMR_4212,0.0,3.91542541067724
HMR_4422,0.0,3.91542541067724
HMR_4423,0.0,2.288467810771936
HMR_4424,0.0,4.230981607865584
HMR_4583,-4.106008451597673,4.106008451597673
HMR_4606,0.0,0.13063353597416352
HMR_4607,0.0,3.6454562147044975
HMR_4776,0.0,5.384998835568461
HMR_4777,0.0,5.384998835568461
HMR_4778,0.0,1.9618862010364755
HMR_4779,0.0,1.9618862010364755
HMR_4780,0.0,1.9618862010364755
HMR_4781,0.0,1.9618862010364755
HMR_4784,0.0,4.1491887868102575
HMR_4785,0.0,4.1491887868102575
HMR_4786,0.0,6.007010646201501
HMR_4787,0.0,2.5933854734657737
HMR_5384,0.0,1.9050771227281764
HMR_6932,0.0,2.288467810771936
HMR_6935,0.0,2.288467810771936
HMR_6938,-6.209561078282334,6.209561078282334
HMR_6942,0.0,2.288467810771936
HMR_6945,0.0,2.288467810771936
HMR_6948,0.0,2.288467810771936
HMR_6951,0.0,2.288467810771936
HMR_6965,-0.9650537617072003,0.9650537617072003
HMR_6966,-0.9650537617072003,0.9650537617072003
HMR_8096,-4.1491887868102575,4.1491887868102575
HMR_8097,-4.1491887868102575,4.1491887868102575
HMR_8098,0.0,5.171699661119653
HMR_8416,0.0,2.189402904689166
HMR_8425,-0.5780466953955253,0.5780466953955253
HMR_8426,0.0,6.482133880846502
HMR_8427,-1.0133120729883591,1.0133120729883591
HMR_8432,0.0,3.713207170869627
HMR_8603,0.0,6.209561078282334
HMR_8604,0.0,5.360571494476389
HMR_8605,0.0,6.006978394315231
HMR_8606,0.0,0.863910219310634
HMR_8609,0.0,1.9618862010364755
HMR_8610,0.0,3.5578442766836234
HMR_8611,0.0,3.601328843582211
HMR_4285,0.0,4.16787727450114
HMR_0457,0.0,4.380283691630738
HMR_0460,0.0,4.380283691630738
HMR_3750,-5.209234281415915,5.209234281415915
HMR_3752,-5.488238421093827,5.488238421093827
HMR_3770,-5.488238421093827,5.488238421093827
HMR_3771,-5.209234281415915,5.209234281415915
HMR_3772,-5.209234281415915,5.209234281415915
HMR_3782,-5.209234281415915,5.209234281415915
HMR_3784,-5.488238421093827,5.488238421093827
HMR_3839,-3.3282184717068173,3.3282184717068173
